proteinAccession	N_experiment	fold change	metric	P-value	BH adjusted P-value	LogFC	LogMetric	Gene	Description
B4DUI1	2	3.57042514353906	3.57042514353906	0.144880765244525	0.39381243895906	1.8360958714412	1.8360958714412	NA	B4DUI1_HUMAN Myoglobin OS=Homo sapiens OX=9606 PE=2 SV=1
B4DUR8	1	1.49959148724868	1.49959148724868	0.160818461341111	0.41203629249315	0.584569540995395	0.584569540995395	CCT3 	B4DUR8_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=1
B4DWR9	1	1.34332398754128	1.34332398754128	0.67132941214782	0.819028759191739	0.425807300929294	0.425807300929294	NA	NA
B4DWS0	1	1.00668944146563	1.00668944146563	0.654147726860762	0.807922212008483	0.0096186879528884	0.0096186879528884	NA	NA
B5MDV5	1	1.26476070395536	1.26476070395536	0.456667570693578	0.675024415188187	0.338864449050674	0.338864449050674	KIAA1244 	B5MDV5_HUMAN KIAA1244 OS=Homo sapiens OX=9606 GN=KIAA1244 PE=2 SV=1
B7WPG3	1	1.26464724589308	1.26464724589308	0.868267854509494	0.934705626066928	0.33873502320308	0.33873502320308	HNRNPLL 	B7WPG3_HUMAN Heterogeneous nuclear ribonucleoprotein L-like OS=Homo sapiens OX=9606 GN=HNRNPLL PE=1 SV=1
B7Z1I0	1	1.05199625492127	1.05199625492127	0.662824428887311	0.814349206148955	0.0731295686833249	0.0731295686833249	NA	NA
B7Z2Y5	2	1.16187507681461	1.16187507681461	0.837425593095081	0.915200521961043	0.216454960525115	0.216454960525115	NA	NA
B7ZAC3	1	1.30881940220577	1.30881940220577	0.985288973039042	0.992853597553239	0.388266040356366	0.388266040356366	NA	NA
B7ZLF5	1	1.10607076262749	1.10607076262749	0.881391866532984	0.941787663632122	0.145443687223652	0.145443687223652	NA	NA
C9J3L8	2	1.47428482262086	1.47428482262086	0.014160663190299	0.135220450464228	0.560015271032208	0.560015271032208	SSR1 	C9J3L8_HUMAN Translocon-associated protein subunit alpha OS=Homo sapiens OX=9606 GN=SSR1 PE=1 SV=1
C9J7Z1	1	1.13297961626022	1.13297961626022	0.568370301525622	0.74788299887035	0.180121905478964	0.180121905478964	PTRH1 	C9J7Z1_HUMAN Probable peptidyl-tRNA hydrolase OS=Homo sapiens OX=9606 GN=PTRH1 PE=1 SV=1
C9JJ54	1	1.77083426934675	1.77083426934675	0.25659430659558	0.508132172366787	0.824429197984955	0.824429197984955	WDFY1 	C9JJ54_HUMAN WD repeat and FYVE domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=WDFY1 PE=1 SV=1
C9JKD6	1	0.890800049441171	0.890800049441171	0.140732028201928	0.387111435596782	-0.166826456689219	-0.166826456689219	NA	NA
C9JLX3	1	1.08831100107419	1.08831100107419	0.778961116986727	0.87972222912505	0.122090887096418	0.122090887096418	ADCY3 	C9JLX3_HUMAN Adenylate cyclase (Fragment) OS=Homo sapiens OX=9606 GN=ADCY3 PE=1 SV=1
C9JPR2	1	1.70413308116618	1.70413308116618	0.0601960604504404	0.273190866460027	0.7690380046022	0.7690380046022	NA	NA
C9JS35	2	1.19875006254139	1.19875006254139	0.489716532874426	0.696361631875082	0.261530890511937	0.261530890511937	NA	NA
C9JV30	1	1.91859583097378	1.91859583097378	0.0290659690118262	0.194726613559653	0.940050827186089	0.940050827186089	NA	NA
C9JWD4	2	1.94354986208089	1.94354986208089	0.00324325469046356	0.0629848019795239	0.958694120722677	0.958694120722677	NA	NA
D0UFD3	1	2.11384980358832	2.11384980358832	0.082691529741218	0.313672902811055	1.0798728718406	1.0798728718406	NA	NA
D6RAX6	1	1.22682916252081	1.22682916252081	0.767093287814324	0.872367092716451	0.294934365917197	0.294934365917197	SPATA18 	D6RAX6_HUMAN Mitochondria-eating protein OS=Homo sapiens OX=9606 GN=SPATA18 PE=1 SV=1
D6RAX7	1	1.38464007096336	1.38464007096336	0.277731704148697	0.527403295120204	0.469511004923782	0.469511004923782	COPS4 	D6RAX7_HUMAN COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1
D6RCF4	1	1.12957426240484	1.12957426240484	0.530720761509777	0.722308013812309	0.175779121976048	0.175779121976048	CISD2 	D6RCF4_HUMAN CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CISD2 PE=1 SV=1
E2QRL8	1	1.30304297206693	1.30304297206693	0.408955555340942	0.640542981251348	0.381884662237278	0.381884662237278	NA	NA
E7EMK2	3	1.68901531473251	1.68901531473251	0.00595563714315004	0.0885097153832932	0.756182409482387	0.756182409482387	NA	NA
E7ENP4	2	1.43906795224104	1.43906795224104	0.0825956584158933	0.313672902811055	0.52513471719743	0.52513471719743	NA	NA
E7ENR4	1	1.49435005510585	1.49435005510585	0.306823006748895	0.553891204940763	0.579518142510837	0.579518142510837	NA	NA
E7ENY0	1	1.18218473099348	1.18218473099348	0.758813238181519	0.867939767105185	0.24145549208425	0.24145549208425	ADD1 	E7ENY0_HUMAN Alpha-adducin OS=Homo sapiens OX=9606 GN=ADD1 PE=1 SV=1
E7EPL4	1	1.57086046552537	1.57086046552537	0.245925160671081	0.498350765786416	0.651555036370502	0.651555036370502	NA	NA
E7ESK3	2	105.382739753274	105.382739753274	0.83655150994063	0.914716340144064	6.71949478244731	6.71949478244731	NA	NA
E7ESV3	1	0.28422318	0.28422318	0.0109320033880878	0.119328471465489	-1.8149038756081	-1.8149038756081	NA	NA
E7ET75	1	1.25924953385693	1.25924953385693	0.759666673009632	0.868445234168288	0.332564196946133	0.332564196946133	NA	NA
E7ETA6	2	1.3658860892277	1.3658860892277	0.429186462627445	0.651914466145478	0.449837172237976	0.449837172237976	NA	NA
E7ETK8	2	1.04809231182093	1.04809231182093	0.558561806220557	0.741832210288384	0.0677657893383518	0.0677657893383518	NA	NA
E7ETZ3	1	1.26132142573092	1.26132142573092	0.335352679935798	0.579604543125347	0.334935968146395	0.334935968146395	NA	NA
E7EUB1	2	0.815097807015263	0.815097807015263	0.0803851888831005	0.310812254575077	-0.29495491010854	-0.29495491010854	NA	NA
E7EUR0	1	1.23849856054733	1.23849856054733	0.728107948257615	0.849392190974564	0.308592191803949	0.308592191803949	NA	NA
E7EV06	1	0.806607510927742	0.806607510927742	0.260574718354466	0.512608237075615	-0.310061255065028	-0.310061255065028	NA	NA
E7EW52	1	0.597918079993767	0.597918079993767	0.245260772584398	0.497905717006157	-0.741980258762647	-0.741980258762647	NA	NA
E7EWP4	2	1.36639837239037	1.36639837239037	0.0483843427272609	0.247752710259496	0.450378161580306	0.450378161580306	NA	NA
E7EWW0	2	0.862528475409315	0.862528475409315	0.124896677488381	0.368989558285322	-0.213356008365806	-0.213356008365806	VPS35L 	E7EWW0_HUMAN VPS35 endosomal protein-sorting factor-like OS=Homo sapiens OX=9606 GN=VPS35L PE=1 SV=2
E9PAS5	1	0.911496328762537	0.911496328762537	0.333339314478954	0.578500877183733	-0.133691249359923	-0.133691249359923	NA	NA
E9PBV6	2	1.55211466990857	1.55211466990857	0.562152430376598	0.744785812357954	0.634235147471676	0.634235147471676	NA	NA
E9PCL7	1	1.11858557224232	1.11858557224232	0.935266615446839	0.968395417223492	0.161675627364709	0.161675627364709	NA	NA
E9PD44	1	0.925594689485712	0.925594689485712	0.471751971999367	0.685208372701238	-0.111547507748146	-0.111547507748146	NA	NA
E9PE77	1	1.0619309877075	1.0619309877075	0.644301715399172	0.802020749956981	0.0866900119732529	0.0866900119732529	NA	NA
E9PEP6	2	0.955593055853178	0.955593055853178	0.252083365919515	0.503768872991304	-0.0655317248965746	-0.0655317248965746	NRP1 	E9PEP6_HUMAN Neuropilin OS=Homo sapiens OX=9606 GN=NRP1 PE=1 SV=2
E9PF18	2	1.23827740818103	1.23827740818103	0.38670427060476	0.622957948396625	0.308334554111224	0.308334554111224	HADH 	E9PF18_HUMAN Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=HADH PE=1 SV=2
E9PGJ0	2	0.888006283741732	0.740005236451443	0.312356975101085	0.55909867383799	-0.171358209425765	-0.434392615259559	NA	NA
E9PH64	3	0.926987103046714	0.926987103046714	0.115655655219381	0.356018687103933	-0.109378827773321	-0.109378827773321	NDUFB9 	E9PH64_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens OX=9606 GN=NDUFB9 PE=1 SV=1
E9PHS0	1	159.316033967652	318.632067935305	0.450741704209679	0.669466375145089	7.3157476604141	8.3157476604141	LANCL1 	E9PHS0_HUMAN Glutathione S-transferase LANCL1 (Fragment) OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1
E9PJ81	3	0.962128464937629	0.962128464937629	0.190761767514314	0.441319235824162	-0.0556985570721566	-0.0556985570721566	UBXN1 	E9PJ81_HUMAN UBX domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=UBXN1 PE=1 SV=1
E9PM63	1	1.41803445919426	1.41803445919426	0.447326951110941	0.667014793761688	0.503892591466444	0.503892591466444	ARFGAP2 	E9PM63_HUMAN ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1
E9PMK7	1	0.906079033798127	0.604052689198751	0.46734967493939	0.68127810086145	-0.142291198373424	-0.727253699094581	NA	NA
E9PPJ0	3	1.23961485260754	1.23961485260754	0.444710596740326	0.664847347580068	0.309891945979709	0.309891945979709	SF3B2 	E9PPJ0_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=1
E9PPW7	2	1.75049596427992	1.75049596427992	0.118705294224848	0.360788870733323	0.807763735676696	0.807763735676696	NDUFS8 	E9PPW7_HUMAN Complex I-23kD (Fragment) OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1
E9PRB2	1	0.887888130227587	0.887888130227587	0.12741213038715	0.371187258164518	-0.171550179722908	-0.171550179722908	NA	NA
E9PRI4	1	1.17855399035553	1.17855399035553	0.983383543676715	0.992093539948927	0.237017850937693	0.237017850937693	NA	NA
F2Z2T4	2	1.2861378911691	1.2861378911691	0.726351547884844	0.848437573737813	0.363045327145815	0.363045327145815	CBWD1 	F2Z2T4_HUMAN COBW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CBWD1 PE=1 SV=1
F2Z3C8	1	1.18176380865986	0.787842539106577	0.414421780928512	0.643064778200591	0.240941722381107	-0.344020778340042	SGK2 	F2Z3C8_HUMAN Serine/threonine-protein kinase Sgk2 OS=Homo sapiens OX=9606 GN=SGK2 PE=1 SV=1
F5GXL8	1	0.940770902107105	0.940770902107105	0.555535300887041	0.739195878502702	-0.0880846563489067	-0.0880846563489067	NA	NA
F5GYJ2	2	1.55583987983386	1.55583987983386	0.241977644593962	0.495299213683923	0.637693592164585	0.637693592164585	NA	NA
F5H025	1	0.581050060904739	0.581050060904739	0.0401810137110505	0.229590250726228	-0.783265629178872	-0.783265629178872	NA	NA
F5H0H0	2	1.10200180379826	1.10200180379826	0.884764743924341	0.942170839720156	0.140126585368848	0.140126585368848	NA	NA
F5H182	1	1.24094611278554	1.24094611278554	0.864000300878985	0.931219936136339	0.311440468808311	0.311440468808311	NA	NA
F5H2F4	2	1.30720612532154	1.30720612532154	0.21809170131894	0.470996487959741	0.386486648809136	0.386486648809136	MTHFD1 	F5H2F4_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=2
F5H4F7	2	1.24428400145217	1.24428400145217	0.474325074540794	0.686313736753443	0.315315810809346	0.315315810809346	NA	NA
F5H4M3	3	1.36316510390779	1.36316510390779	0.46337687882867	0.67853757136274	0.446960309145019	0.446960309145019	NA	NA
F5H531	2	1.32423191237938	1.32423191237938	0.338481972245055	0.582516294167541	0.405155803067027	0.405155803067027	NA	NA
F5H7M3	1	1.49627783035617	1.49627783035617	0.216256523738162	0.470003450664711	0.581378081149351	0.581378081149351	NA	NA
F6SKB8	1	281.921790659042	422.882685988563	0.45616871981531	0.674556346326291	8.13915118262013	8.72411368334129	NECAP2 	F6SKB8_HUMAN Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens OX=9606 GN=NECAP2 PE=1 SV=1
F8VPL6	1	1.60547980306257	1.60547980306257	0.960247462680773	0.980378436741166	0.683004516072871	0.683004516072871	IKZF4 	F8VPL6_HUMAN Zinc finger protein Eos OS=Homo sapiens OX=9606 GN=IKZF4 PE=1 SV=1
F8VS27	2	1.38437581905412	1.38437581905412	0.36420802127959	0.604757362509804	0.469235647226098	0.469235647226098	TSFM 	F8VS27_HUMAN Elongation factor Ts, mitochondrial OS=Homo sapiens OX=9606 GN=TSFM PE=1 SV=1
F8VWA6	1	1.37334508811802	1.37334508811802	0.507866983885553	0.706815976034169	0.457694185107482	0.457694185107482	NA	NA
F8VWH9	3	1.26335219875854	1.26335219875854	0.53408750384728	0.724203895236053	0.337256891357671	0.337256891357671	ARFGAP1 	F8VWH9_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=1
F8VYE8	1	1.71833217710847	1.71833217710847	0.0929076687361726	0.326595475163081	0.781008956117366	0.781008956117366	PPP1CC 	F8VYE8_HUMAN Serine/threonine-protein phosphatase OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1
F8W6F3	1	0.974268521807455	0.974268521807455	0.629397528075085	0.792032548249526	-0.0376086411738168	-0.0376086411738168	NA	NA
F8W773	1	1.19271065349397	1.19271065349397	0.939284137600549	0.969924624881598	0.254244093829717	0.254244093829717	NA	NA
F8W7U8	2	2.17843550531053	2.17843550531053	0.00493331365398109	0.0784828326323793	1.12329240150371	1.12329240150371	MRE11 	F8W7U8_HUMAN Double-strand break repair protein OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=1
F8W7V0	1	1.48462624780528	1.48462624780528	0.348238723446155	0.590597202822825	0.570099780652428	0.570099780652428	NA	NA
F8W831	2	1.08916382760787	1.08916382760787	0.718220585654275	0.843310452592614	0.123220974716796	0.123220974716796	NA	NA
F8W851	3	1.26236964348486	1.26236964348486	0.0764192121978735	0.304241138115568	0.33613441803655	0.33613441803655	NA	NA
F8W9B8	2	1.23883452448798	1.23883452448798	0.659565204741404	0.812236395879757	0.308983494464856	0.308983494464856	EXOC5 	F8W9B8_HUMAN Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1
F8W9Q4	1	1.3128995861311	1.3128995861311	0.24789735776285	0.499835792237147	0.392756579497793	0.392756579497793	NA	NA
F8WA86	2	1.1441509470582	1.1441509470582	0.765150569964907	0.871017011091944	0.194277398450663	0.194277398450663	NA	NA
F8WAN8	1	1.25220470142441	1.25220470142441	0.336060909369345	0.579698031770619	0.324470422965425	0.324470422965425	NA	NA
G3V1N0	1	2.11113366829697	2.11113366829697	0.37333011686777	0.61200232260224	1.07801792709058	1.07801792709058	NA	NA
G3V1V0	1	1.1259126741362	1.1259126741362	0.738682875120598	0.855281701397526	0.171094936231459	0.171094936231459	MYL6 	G3V1V0_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1
G3V2J9	1	1.18907072224932	1.18907072224932	0.989296177519819	0.994433718036677	0.24983452467489	0.24983452467489	TTLL5 	G3V2J9_HUMAN Tubulin polyglutamylase TTLL5 OS=Homo sapiens OX=9606 GN=TTLL5 PE=1 SV=1
G3XAN8	1	0.501735041536522	0.501735041536522	0.297399956112158	0.543157097840437	-0.995002394406138	-0.995002394406138	TIMM8B 	G3XAN8_HUMAN Mitochondrial import inner membrane translocase subunit OS=Homo sapiens OX=9606 GN=TIMM8B PE=1 SV=1
O00182	3	1.04780927315795	1.04780927315795	0.39210656480171	0.627033761495233	0.0673761350903949	0.0673761350903949	LGALS9 	LEG9_HUMAN Galectin-9 OS=Homo sapiens OX=9606 GN=LGALS9 PE=1 SV=2
O15195-2	1	1.25455405150331	1.25455405150331	0.647494569478959	0.802994734450791	0.327174629500296	0.327174629500296	VILL 	VILL_HUMAN Villin-like protein OS=Homo sapiens OX=9606 GN=VILL PE=1 SV=3
O15533-3	1	1.29400247860642	1.29400247860642	0.335973596820308	0.579698031770619	0.371840380753732	0.371840380753732	TAPBP 	TPSN_HUMAN Tapasin OS=Homo sapiens OX=9606 GN=TAPBP PE=1 SV=2
O43491	3	1.75563731156897	1.75563731156897	0.0137410453613379	0.133217360709547	0.81199483641951	0.81199483641951	EPB41L2 	E41L2_HUMAN Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1
O43660	2	1.20118205165777	1.20118205165777	0.869031553402537	0.935050775763335	0.264454823083139	0.264454823083139	PLRG1 	PLRG1_HUMAN Pleiotropic regulator 1 OS=Homo sapiens OX=9606 GN=PLRG1 PE=1 SV=1
O43674	3	1.03307126204954	1.03307126204954	0.264508265686257	0.517331427265892	0.0469397758481393	0.0469397758481393	NDUFB5 	NDUB5_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB5 PE=1 SV=1
O43795-2	4	1.46397641812739	1.46397641812739	0.0503838850819018	0.252158400358514	0.549892314738978	0.549892314738978	MYO1B 	MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3
O43818	1	1.66838600116103	1.66838600116103	0.246464838104243	0.498679734751666	0.738453112244902	0.738453112244902	RRP9 	U3IP2_HUMAN U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens OX=9606 GN=RRP9 PE=1 SV=1
O43823	1	1.23912027831985	1.23912027831985	0.770965392843537	0.874092298171303	0.30931623309069	0.30931623309069	AKAP8 	AKAP8_HUMAN A-kinase anchor protein 8 OS=Homo sapiens OX=9606 GN=AKAP8 PE=1 SV=1
O60341	1	1.31974896781774	1.31974896781774	0.771095480222197	0.874092298171303	0.400263537669985	0.400263537669985	KDM1A 	KDM1A_HUMAN Lysine-specific histone demethylase 1A OS=Homo sapiens OX=9606 GN=KDM1A PE=1 SV=2
O60502-2	1	1.21789872770515	1.21789872770515	0.779444495384743	0.87972222912505	0.284394173382218	0.284394173382218	OGA 	OGA_HUMAN Protein O-GlcNAcase OS=Homo sapiens OX=9606 GN=OGA PE=1 SV=2
O60516	1	0.22621845	0.22621845	0.0109320013345097	0.119328471465489	-2.14421149695651	-2.14421149695651	EIF4EBP3 	4EBP3_HUMAN Eukaryotic translation initiation factor 4E-binding protein 3 OS=Homo sapiens OX=9606 GN=EIF4EBP3 PE=1 SV=1
O60706	1	0.643850408238854	0.643850408238854	0.0966361681990729	0.333212495422244	-0.635202562387858	-0.635202562387858	ABCC9 	ABCC9_HUMAN ATP-binding cassette sub-family C member 9 OS=Homo sapiens OX=9606 GN=ABCC9 PE=1 SV=2
O94888	2	1.42998159833	1.19165133194167	0.603914030116786	0.77490468679963	0.51599658185061	0.25296217601682	UBXN7 	UBXN7_HUMAN UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=2
O94973-2	1	1.38541815822631	1.38541815822631	0.287167916589705	0.535668850892582	0.470321488005568	0.470321488005568	AP2A2 	AP2A2_HUMAN AP-2 complex subunit alpha-2 OS=Homo sapiens OX=9606 GN=AP2A2 PE=1 SV=2
O95248-4	1	0.990277656271333	0.990277656271333	0.619747255723821	0.784567061785145	-0.0140950069035487	-0.0140950069035487	SBF1 	MTMR5_HUMAN Myotubularin-related protein 5 OS=Homo sapiens OX=9606 GN=SBF1 PE=1 SV=4
O95297	3	1.24278562165335	1.24278562165335	0.833885343245984	0.91290473942423	0.313577455480177	0.313577455480177	MPZL1 	MPZL1_HUMAN Myelin protein zero-like protein 1 OS=Homo sapiens OX=9606 GN=MPZL1 PE=1 SV=1
O95319	1	1.17806853901823	1.17806853901823	0.466346289537959	0.68098885042323	0.236423476371471	0.236423476371471	CELF2 	CELF2_HUMAN CUGBP Elav-like family member 2 OS=Homo sapiens OX=9606 GN=CELF2 PE=1 SV=1
O95568	1	1.32875410649036	1.32875410649036	0.34163170159404	0.585509015374084	0.410074150386012	0.410074150386012	METTL18 	MET18_HUMAN Histidine protein methyltransferase 1 homolog OS=Homo sapiens OX=9606 GN=METTL18 PE=1 SV=1
P00387	3	1.31081178785566	1.31081178785566	0.138807561589631	0.384388678571995	0.390460551905758	0.390460551905758	CYB5R3 	NB5R3_HUMAN NADH-cytochrome b5 reductase 3 OS=Homo sapiens OX=9606 GN=CYB5R3 PE=1 SV=3
P00533	1	1.40220153950311	1.40220153950311	0.769085918202447	0.873269590947108	0.487693723917079	0.487693723917079	EGFR 	EGFR_HUMAN Epidermal growth factor receptor OS=Homo sapiens OX=9606 GN=EGFR PE=1 SV=2
P01275	3	0.93473321602829	0.93473321602829	0.136932674515641	0.384065008130029	-0.0973734334523745	-0.0973734334523745	GCG 	GLUC_HUMAN Pro-glucagon OS=Homo sapiens OX=9606 GN=GCG PE=1 SV=3
P01600	1	0.963386498154012	0.963386498154012	0.213730943748707	0.46647347839334	-0.0538133901681482	-0.0538133901681482	NA	NA
P01764	2	1.04033289747487	1.04033289747487	0.462718019584155	0.6782745501244	0.0570452521037575	0.0570452521037575	IGHV3-23 	HV323_HUMAN Immunoglobulin heavy variable 3-23 OS=Homo sapiens OX=9606 GN=IGHV3-23 PE=1 SV=2
P01767	2	0.962893600912387	0.962893600912387	0.289282214068126	0.537361470758061	-0.0545517048317577	-0.0545517048317577	IGHV3-53 	HV353_HUMAN Immunoglobulin heavy variable 3-53 OS=Homo sapiens OX=9606 GN=IGHV3-53 PE=1 SV=2
P01777	2	1.10068121709054	1.10068121709054	0.627321948574546	0.790363235109542	0.138396691321911	0.138396691321911	NA	NA
P02461	2	1.06350301498768	1.06350301498768	0.618923627010135	0.784108640431146	0.0888241232859936	0.0888241232859936	COL3A1 	CO3A1_HUMAN Collagen alpha-1(III) chain OS=Homo sapiens OX=9606 GN=COL3A1 PE=1 SV=4
P02775	2	735.138390277579	882.166068333094	0.326236749244074	0.572134310100895	9.52187205356509	9.78490645939888	PPBP 	CXCL7_HUMAN Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3
P04626	1	1.06014388186557	1.06014388186557	0.745507814517294	0.860180421671038	0.0842600794744737	0.0842600794744737	ERBB2 	ERBB2_HUMAN Receptor tyrosine-protein kinase erbB-2 OS=Homo sapiens OX=9606 GN=ERBB2 PE=1 SV=1
P07355-2	1	1.68633361223476	1.68633361223476	0.191959999704433	0.442248456378736	0.753889977030277	0.753889977030277	ANXA2 	ANXA2_HUMAN Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2
P07858	1	1.06457055338564	1.06457055338564	0.77081493719457	0.874092298171303	0.0902715661796743	0.0902715661796743	CTSB 	CATB_HUMAN Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3
P07948	2	2.02140938411079	2.02140938411079	0.17567787789332	0.427118527243705	1.01536153181928	1.01536153181928	LYN 	LYN_HUMAN Tyrosine-protein kinase Lyn OS=Homo sapiens OX=9606 GN=LYN PE=1 SV=3
P08397	1	1.54485102941493	1.54485102941493	0.179985270432507	0.430737121323204	0.627467725193499	0.627467725193499	HMBS 	HEM3_HUMAN Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS PE=1 SV=2
P11245	2	1.23596347581312	1.23596347581312	0.803763443562732	0.895096985258691	0.305636110522343	0.305636110522343	NAT2 	ARY2_HUMAN Arylamine N-acetyltransferase 2 OS=Homo sapiens OX=9606 GN=NAT2 PE=1 SV=2
P13640	3	2010.60078965337	1759.2756909467	0.386635371648055	0.622957948396625	10.9734109436496	10.7807658657072	MT1G 	MT1G_HUMAN Metallothionein-1G OS=Homo sapiens OX=9606 GN=MT1G PE=1 SV=2
P15621-3	1	1.40129119671986	1.40129119671986	0.30879670898228	0.555469162543466	0.486756787610382	0.486756787610382	ZNF44 	ZNF44_HUMAN Zinc finger protein 44 OS=Homo sapiens OX=9606 GN=ZNF44 PE=2 SV=3
P16885	2	79.3193657332451	59.4895242999338	0.536659773631372	0.72483537461338	6.3096012361813	5.89456373690245	PLCG2 	PLCG2_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 OS=Homo sapiens OX=9606 GN=PLCG2 PE=1 SV=4
P18074	1	0.59500653002801	0.59500653002801	0.256176712599825	0.507925954147529	-0.749022593210762	-0.749022593210762	ERCC2 	ERCC2_HUMAN General transcription and DNA repair factor IIH helicase subunit XPD OS=Homo sapiens OX=9606 GN=ERCC2 PE=1 SV=1
P21128-3	1	0.0708029061819553	0.0236009687273184	0.0778670514919472	0.306196461487899	-3.82004761127089	-5.40501011199204	ENDOU 	ENDOU_HUMAN Uridylate-specific endoribonuclease OS=Homo sapiens OX=9606 GN=ENDOU PE=1 SV=2
P21810	1	0.989413716556484	0.989413716556484	0.498319420651282	0.702328640281226	-0.0153541947127913	-0.0153541947127913	BGN 	PGS1_HUMAN Biglycan OS=Homo sapiens OX=9606 GN=BGN PE=1 SV=2
P23634-6	1	1.06170273859802	1.06170273859802	0.792736997962503	0.889703586970503	0.0863798889463644	0.0863798889463644	ATP2B4 	AT2B4_HUMAN Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2
P26006	1	1.49732848566538	1.49732848566538	0.703691703665547	0.838417198533532	0.582390756235187	0.582390756235187	ITGA3 	ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5
P26368-2	1	1.9077663490541	1.9077663490541	0.0899514486391672	0.322800914529486	0.931884490157768	0.931884490157768	U2AF2 	U2AF2_HUMAN Splicing factor U2AF 65 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF2 PE=1 SV=4
P26641	1	1.71070617804152	1.71070617804152	0.0514957376526945	0.255226601460219	0.774591991339099	0.774591991339099	EEF1G 	EF1G_HUMAN Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3
P28838-2	1	1.08053689264144	1.08053689264144	0.817883023390875	0.902250813920131	0.11174833080197	0.11174833080197	LAP3 	AMPL_HUMAN Cytosol aminopeptidase OS=Homo sapiens OX=9606 GN=LAP3 PE=1 SV=3
P30536	1	1.29949500828275	1.29949500828275	0.779494522731549	0.87972222912505	0.37795109203285	0.37795109203285	TSPO 	TSPO_HUMAN Translocator protein OS=Homo sapiens OX=9606 GN=TSPO PE=1 SV=3
P33993	3	1.54530875368103	1.54530875368103	0.0274558067724652	0.19059507968912	0.627895118325232	0.627895118325232	MCM7 	MCM7_HUMAN DNA replication licensing factor MCM7 OS=Homo sapiens OX=9606 GN=MCM7 PE=1 SV=4
P35269	4	1.40827526735828	1.40827526735828	0.284581571540953	0.533832867978007	0.493929356729574	0.493929356729574	GTF2F1 	T2FA_HUMAN General transcription factor IIF subunit 1 OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=2
P35504	1	0.623312547032234	0.623312547032234	0.0788314441130337	0.30788517747046	-0.681972340972205	-0.681972340972205	UGT1A5 	UD15_HUMAN UDP-glucuronosyltransferase 1A5 OS=Homo sapiens OX=9606 GN=UGT1A5 PE=1 SV=1
P39060-2	1	0.574536229857783	0.574536229857783	0.106985343944027	0.34595089060369	-0.799530223794722	-0.799530223794722	COL18A1 	COIA1_HUMAN Collagen alpha-1(XVIII) chain OS=Homo sapiens OX=9606 GN=COL18A1 PE=1 SV=5
